coil_id,x,y,z
0,0.736761,-4.656520,-1.987751
0,0.759187,-4.718849,-2.007281
0,0.782395,-4.781054,-2.026659
0,0.806385,-4.843124,-2.045883
0,0.831158,-4.905048,-2.064950
0,0.856713,-4.966815,-2.083861
0,0.883049,-5.028414,-2.102612
0,0.910166,-5.089834,-2.121204
0,0.938064,-5.151064,-2.139634
0,0.966740,-5.212093,-2.157901
0,0.996196,-5.272910,-2.176003
0,1.026428,-5.333503,-2.193940
0,1.057436,-5.393862,-2.211710
0,1.089218,-5.453976,-2.229312
0,1.121772,-5.513834,-2.246744
0,1.155096,-5.573424,-2.264004
0,1.189189,-5.632736,-2.281092
0,1.224047,-5.691759,-2.298007
0,1.259670,-5.750481,-2.314746
0,1.296053,-5.808891,-2.331310
0,1.333194,-5.866979,-2.347695
0,1.371091,-5.924734,-2.363902
0,1.409739,-5.982144,-2.379929
0,1.449136,-6.039200,-2.395775
0,1.489279,-6.095889,-2.411438
0,1.530164,-6.152202,-2.426918
0,1.571786,-6.208127,-2.442212
0,1.614142,-6.263654,-2.457321
0,1.657228,-6.318772,-2.472243
0,1.701040,-6.373470,-2.486976
0,1.745573,-6.427739,-2.501520
0,1.790822,-6.481566,-2.515873
0,1.836783,-6.534942,-2.530035
0,1.883450,-6.587857,-2.544004
0,1.930819,-6.640299,-2.557780
0,1.978885,-6.692260,-2.571360
0,2.027641,-6.743727,-2.584745
0,2.077083,-6.794692,-2.597933
0,2.127204,-6.845144,-2.610923
0,2.177998,-6.895074,-2.623715
0,2.229460,-6.944470,-2.636306
0,2.281584,-6.993324,-2.648697
0,2.334362,-7.041625,-2.660886
0,2.387788,-7.089364,-2.672873
0,2.441856,-7.136532,-2.684655
0,2.496559,-7.183118,-2.696234
0,2.551890,-7.229113,-2.707607
0,2.607841,-7.274508,-2.718774
0,2.664405,-7.319294,-2.729734
0,2.721576,-7.363462,-2.740486
0,2.779344,-7.407001,-2.751029
0,2.837703,-7.449905,-2.761363
0,2.896645,-7.492163,-2.771486
0,2.956161,-7.533767,-2.781399
0,3.016243,-7.574708,-2.791099
0,3.076884,-7.614978,-2.800587
0,3.138074,-7.654569,-2.809862
0,3.199806,-7.693471,-2.818923
0,3.262069,-7.731678,-2.827769
0,3.324857,-7.769180,-2.836400
0,3.388159,-7.805971,-2.844815
0,3.451966,-7.842042,-2.853013
0,3.516270,-7.877386,-2.860994
0,3.581061,-7.911994,-2.868756
0,3.646329,-7.945861,-2.876301
0,3.712065,-7.978978,-2.883626
0,3.778259,-8.011338,-2.890732
0,3.844902,-8.042934,-2.897618
0,3.911984,-8.073761,-2.904283
0,3.979493,-8.103810,-2.910727
0,4.047421,-8.133075,-2.916949
0,4.115758,-8.161550,-2.922949
0,4.184492,-8.189229,-2.928727
0,4.253613,-8.216106,-2.934281
0,4.323111,-8.242174,-2.939612
0,4.392975,-8.267428,-2.944720
0,4.463194,-8.291862,-2.949603
0,4.533758,-8.315470,-2.954261
0,4.604656,-8.338249,-2.958694
0,4.675876,-8.360191,-2.962902
0,4.747407,-8.381292,-2.966884
0,4.819239,-8.401548,-2.970641
0,4.891360,-8.420953,-2.974171
0,4.963759,-8.439504,-2.977475
0,5.036424,-8.457195,-2.980552
0,5.109344,-8.474023,-2.983402
0,5.182508,-8.489983,-2.986024
0,5.255903,-8.505072,-2.988420
0,5.329518,-8.519287,-2.990588
0,5.403341,-8.532622,-2.992528
0,5.477361,-8.545076,-2.994240
0,5.551565,-8.556645,-2.995724
0,5.625942,-8.567327,-2.996980
0,5.700480,-8.577117,-2.998008
0,5.775167,-8.586015,-2.998807
0,5.849991,-8.594016,-2.999378
0,5.924939,-8.601120,-2.999721
0,6.000000,-8.607323,-2.999835
0,6.075161,-8.612624,-2.999721
0,6.150411,-8.617022,-2.999378
0,6.225736,-8.620514,-2.998807
0,6.301125,-8.623100,-2.998008
0,6.376566,-8.624778,-2.996980
0,6.452046,-8.625547,-2.995724
0,6.527552,-8.625407,-2.994240
0,6.603074,-8.624356,-2.992528
0,6.678597,-8.622395,-2.990588
0,6.754111,-8.619523,-2.988420
0,6.829601,-8.615740,-2.986024
0,6.905057,-8.611045,-2.983402
0,6.980466,-8.605441,-2.980552
0,7.055815,-8.598926,-2.977475
0,7.131093,-8.591502,-2.974171
0,7.206286,-8.583169,-2.970641
0,7.281382,-8.573928,-2.966884
0,7.356370,-8.563781,-2.962902
0,7.431236,-8.552730,-2.958694
0,7.505969,-8.540774,-2.954261
0,7.580556,-8.527918,-2.949603
0,7.654985,-8.514161,-2.944720
0,7.729244,-8.499507,-2.939612
0,7.803321,-8.483958,-2.934281
0,7.877203,-8.467517,-2.928727
0,7.950879,-8.450185,-2.922949
0,8.024336,-8.431966,-2.916949
0,8.097562,-8.412863,-2.910727
0,8.170546,-8.392879,-2.904283
0,8.243276,-8.372018,-2.897618
0,8.315738,-8.350283,-2.890732
0,8.387923,-8.327678,-2.883626
0,8.459818,-8.304207,-2.876301
0,8.531411,-8.279873,-2.868756
0,8.602691,-8.254682,-2.860994
0,8.673646,-8.228637,-2.853013
0,8.744265,-8.201744,-2.844815
0,8.814536,-8.174007,-2.836400
0,8.884448,-8.145431,-2.827769
0,8.953990,-8.116021,-2.818923
0,9.023150,-8.085783,-2.809862
0,9.091918,-8.054722,-2.800587
0,9.160282,-8.022843,-2.791099
0,9.228231,-7.990153,-2.781399
0,9.295755,-7.956657,-2.771486
0,9.362843,-7.922362,-2.761363
0,9.429484,-7.887274,-2.751029
0,9.495668,-7.851399,-2.740486
0,9.561384,-7.814744,-2.729734
0,9.626622,-7.777315,-2.718774
0,9.691371,-7.739120,-2.707607
0,9.755622,-7.700166,-2.696234
0,9.819364,-7.660460,-2.684655
0,9.882588,-7.620008,-2.672873
0,9.945284,-7.578820,-2.660886
0,10.007442,-7.536901,-2.648697
0,10.069052,-7.494261,-2.636306
0,10.130105,-7.450907,-2.623715
0,10.190592,-7.406847,-2.610923
0,10.250504,-7.362089,-2.597933
0,10.309831,-7.316642,-2.584745
0,10.368565,-7.270514,-2.571360
0,10.426697,-7.223713,-2.557780
0,10.484218,-7.176249,-2.544004
0,10.541120,-7.128130,-2.530035
0,10.597394,-7.079366,-2.515873
0,10.653032,-7.029964,-2.501520
0,10.708026,-6.979936,-2.486976
0,10.762368,-6.929289,-2.472243
0,10.816051,-6.878033,-2.457321
0,10.869066,-6.826178,-2.442212
0,10.921406,-6.773734,-2.426918
0,10.973063,-6.720710,-2.411438
0,11.024032,-6.667115,-2.395775
0,11.074304,-6.612961,-2.379929
0,11.123872,-6.558258,-2.363902
0,11.172731,-6.503014,-2.347695
0,11.220873,-6.447241,-2.331310
0,11.268291,-6.390948,-2.314746
0,11.314981,-6.334147,-2.298007
0,11.360935,-6.276848,-2.281092
0,11.406148,-6.219062,-2.264004
0,11.450614,-6.160798,-2.246744
0,11.494327,-6.102068,-2.229312
0,11.537282,-6.042883,-2.211710
0,11.579474,-5.983253,-2.193940
0,11.620898,-5.923190,-2.176003
0,11.661548,-5.862705,-2.157901
0,11.701421,-5.801808,-2.139634
0,11.740511,-5.740511,-2.121204
0,11.778814,-5.678825,-2.102612
0,11.816326,-5.616761,-2.083861
0,11.853043,-5.554331,-2.064950
0,11.888962,-5.491546,-2.045883
0,11.924077,-5.428417,-2.026659
0,11.958387,-5.364956,-2.007281
0,11.991887,-5.301174,-1.987751
0,12.024575,-5.237083,-1.968069
0,12.056448,-5.172695,-1.948237
0,12.087502,-5.108021,-1.928257
0,12.117736,-5.043072,-1.908130
0,12.147146,-4.977861,-1.887857
0,12.175731,-4.912399,-1.867441
0,12.203489,-4.846697,-1.846883
0,12.230418,-4.780768,-1.826184
0,12.256515,-4.714622,-1.805346
0,12.281780,-4.648273,-1.784370
0,12.306211,-4.581731,-1.763259
0,12.329808,-4.515008,-1.742013
0,12.352569,-4.448116,-1.720635
0,12.374493,-4.381067,-1.699125
0,12.395580,-4.313873,-1.677486
0,12.415829,-4.246545,-1.655720
0,12.435241,-4.179094,-1.633827
0,12.453814,-4.111533,-1.611810
0,12.471551,-4.043874,-1.589670
0,12.488450,-3.976127,-1.567409
0,12.504512,-3.908305,-1.545029
0,12.519737,-3.840419,-1.522531
0,12.534128,-3.772481,-1.499918
0,12.547685,-3.704502,-1.477189
0,12.560408,-3.636493,-1.454349
0,12.572300,-3.568468,-1.431398
0,12.583361,-3.500435,-1.408337
0,12.593595,-3.432408,-1.385170
0,12.603002,-3.364397,-1.361897
0,12.611585,-3.296414,-1.338520
0,12.619345,-3.228470,-1.315041
0,12.626286,-3.160577,-1.291462
0,12.632411,-3.092744,-1.267785
0,12.637721,-3.024984,-1.244011
0,12.642219,-2.957307,-1.220143
0,12.645910,-2.889724,-1.196181
0,12.648796,-2.822246,-1.172129
0,12.650880,-2.754885,-1.147987
0,12.652166,-2.687650,-1.123758
0,12.652659,-2.620552,-1.099443
0,12.652361,-2.553602,-1.075045
0,12.651277,-2.486810,-1.050564
0,12.649411,-2.420188,-1.026004
0,12.646768,-2.353744,-1.001366
0,12.643352,-2.287489,-0.976651
0,12.639168,-2.221434,-0.951862
0,12.634220,-2.155589,-0.927000
0,12.628514,-2.089962,-0.902068
0,12.622055,-2.024565,-0.877067
0,12.614848,-1.959407,-0.851999
0,12.606898,-1.894498,-0.826867
0,12.598212,-1.829846,-0.801671
0,12.588794,-1.765462,-0.776414
0,12.578651,-1.701355,-0.751099
0,12.567789,-1.637534,-0.725726
0,12.556213,-1.574008,-0.700298
0,12.543931,-1.510785,-0.674816
0,12.530947,-1.447876,-0.649283
0,12.517270,-1.385289,-0.623701
0,12.502905,-1.323031,-0.598071
0,12.487860,-1.261112,-0.572396
0,12.472140,-1.199540,-0.546677
0,12.455754,-1.138324,-0.520916
0,12.438707,-1.077470,-0.495116
0,12.421008,-1.016988,-0.469278
0,12.402664,-0.956885,-0.443404
0,12.383682,-0.897168,-0.417496
0,12.364070,-0.837846,-0.391557
0,12.343835,-0.778925,-0.365588
0,12.322986,-0.720413,-0.339591
0,12.301529,-0.662317,-0.313568
0,12.279473,-0.604644,-0.287521
0,12.256826,-0.547401,-0.261453
0,12.233596,-0.490595,-0.235364
0,12.209791,-0.434231,-0.209258
0,12.185419,-0.378316,-0.183136
0,12.160490,-0.322858,-0.156999
0,12.135010,-0.267860,-0.130851
0,12.108990,-0.213331,-0.104693
0,12.082437,-0.159274,-0.078527
0,12.055360,-0.105697,-0.052354
0,12.027768,-0.052604,-0.026178
1,-7.158377,6.557660,0.000000
1,-7.196846,6.548752,0.026178
1,-7.235387,6.539379,0.052354
1,-7.273994,6.529540,0.078527
1,-7.312659,6.519231,0.104693
1,-7.351378,6.508449,0.130851
1,-7.390143,6.497191,0.156999
1,-7.428948,6.485454,0.183136
1,-7.467787,6.473237,0.209258
1,-7.506653,6.460535,0.235364
1,-7.545540,6.447348,0.261453
1,-7.584440,6.433672,0.287521
1,-7.623347,6.419506,0.313568
1,-7.662255,6.404846,0.339591
1,-7.701156,6.389692,0.365588
1,-7.740044,6.374042,0.391557
1,-7.778911,6.357892,0.417496
1,-7.817750,6.341242,0.443404
1,-7.856556,6.324091,0.469278
1,-7.895319,6.306436,0.495116
1,-7.934034,6.288276,0.520916
1,-7.972693,6.269609,0.546677
1,-8.011289,6.250436,0.572396
1,-8.049814,6.230754,0.598071
1,-8.088262,6.210563,0.623701
1,-8.126625,6.189861,0.649283
1,-8.164895,6.168648,0.674816
1,-8.203065,6.146924,0.700298
1,-8.241128,6.124688,0.725726
1,-8.279076,6.101939,0.751099
1,-8.316902,6.078677,0.776414
1,-8.354599,6.054902,0.801671
1,-8.392157,6.030614,0.826867
1,-8.429571,6.005814,0.851999
1,-8.466833,5.980500,0.877067
1,-8.503934,5.954674,0.902068
1,-8.540868,5.928336,0.927000
1,-8.577626,5.901486,0.951862
1,-8.614201,5.874125,0.976651
1,-8.650585,5.846254,1.001366
1,-8.686771,5.817874,1.026004
1,-8.722751,5.788986,1.050564
1,-8.758517,5.759591,1.075045
1,-8.794062,5.729690,1.099443
1,-8.829378,5.699285,1.123758
1,-8.864457,5.668377,1.147987
1,-8.899291,5.636968,1.172129
1,-8.933874,5.605059,1.196181
1,-8.968196,5.572653,1.220143
1,-9.002251,5.539751,1.244011
1,-9.036031,5.506355,1.267785
1,-9.069529,5.472469,1.291462
1,-9.102736,5.438094,1.315041
1,-9.135645,5.403232,1.338520
1,-9.168248,5.367887,1.361897
